product_id,product_name,category_id,Quantity,Price
185,Within,2,NULL,NULL
186,Around,4,NULL,NULL
187,Tv,1,NULL,NULL
188,Such,2,NULL,NULL
189,Choose,3,NULL,NULL
190,Director,4,NULL,NULL
191,Writer,1,NULL,NULL
192,Suggest,1,NULL,NULL
193,Amount,3,NULL,NULL
194,Research,5,NULL,NULL
195,Total,5,NULL,NULL
196,Miss,5,NULL,NULL
197,Front,5,NULL,NULL
198,Game,2,NULL,NULL
199,Month,5,NULL,NULL
200,On,1,NULL,NULL
201,Data,1,NULL,NULL
202,Fast,5,NULL,NULL
203,Sea,3,NULL,NULL
204,Loss,1,NULL,NULL
205,Red,5,NULL,NULL
206,Strategy,5,NULL,NULL
207,Second,4,NULL,NULL
208,Bill,1,NULL,NULL
209,Rise,1,NULL,NULL
210,Establish,1,NULL,NULL
211,Teach,3,NULL,NULL
212,Local,1,NULL,NULL
213,Under,5,NULL,NULL
214,Information,3,NULL,NULL
215,Little,1,NULL,NULL
216,Hundred,5,NULL,NULL
217,Campaign,5,NULL,NULL
218,Child,2,NULL,NULL
219,Discuss,3,NULL,NULL
220,Onto,2,NULL,NULL
221,Serious,2,NULL,NULL
222,Able,5,NULL,NULL
223,Cover,2,NULL,NULL
224,Point,4,NULL,NULL
225,General,4,NULL,NULL
226,Box,3,NULL,NULL
227,Somebody,2,NULL,NULL
228,Moment,3,NULL,NULL
229,Bank,5,NULL,NULL
230,Bit,2,NULL,NULL
231,Into,2,NULL,NULL
232,Nearly,5,NULL,NULL
233,Dream,1,NULL,NULL
234,On,2,NULL,NULL
235,From,4,NULL,NULL
236,So,2,NULL,NULL
237,Child,1,NULL,NULL
238,From,4,NULL,NULL
239,However,1,NULL,NULL
240,Material,4,NULL,NULL
241,Day,3,NULL,NULL
242,However,2,NULL,NULL
243,Culture,1,NULL,NULL
244,Pattern,4,NULL,NULL
245,Good,1,NULL,NULL
246,Receive,2,NULL,NULL
247,Expect,5,NULL,NULL
248,Along,5,NULL,NULL
249,Next,5,NULL,NULL
250,Protect,3,NULL,NULL
251,Purpose,3,NULL,NULL
252,Parent,2,NULL,NULL
253,City,5,NULL,NULL
254,Back,5,NULL,NULL
255,Our,1,NULL,NULL
256,Term,1,NULL,NULL
257,Political,4,NULL,NULL
258,Sell,1,NULL,NULL
259,President,1,NULL,NULL
260,True,3,NULL,NULL
261,Down,2,NULL,NULL
262,Floor,5,NULL,NULL
263,Method,3,NULL,NULL
264,Rest,1,NULL,NULL
265,Economy,3,NULL,NULL
266,Wear,3,NULL,NULL
267,About,1,NULL,NULL
268,Stop,1,NULL,NULL
269,Throughout,3,NULL,NULL
270,Carry,1,NULL,NULL
271,Grow,1,NULL,NULL
272,Answer,2,NULL,NULL
273,Imagine,5,NULL,NULL
274,Plant,5,NULL,NULL
275,Create,5,NULL,NULL
276,Run,2,NULL,NULL
277,Idea,2,NULL,NULL
278,Prevent,1,NULL,NULL
279,Human,4,NULL,NULL
280,Set,1,NULL,NULL
281,Particular,2,NULL,NULL
282,Ball,3,NULL,NULL
283,Hold,1,NULL,NULL
284,Thing,3,NULL,NULL
285,If,1,NULL,NULL
286,Rule,1,NULL,NULL
287,Chair,1,NULL,NULL
288,Beautiful,3,NULL,NULL
289,Year,2,NULL,NULL
290,Amount,5,NULL,NULL
291,Tv,5,NULL,NULL
292,Operation,5,NULL,NULL
293,Customer,3,NULL,NULL
294,Sell,5,NULL,NULL
295,His,5,NULL,NULL
296,It,2,NULL,NULL
297,Among,2,NULL,NULL
298,Imagine,1,NULL,NULL
299,Five,1,NULL,NULL
300,Past,3,NULL,NULL
301,Approach,4,NULL,NULL
302,Although,4,NULL,NULL
303,According,3,NULL,NULL
304,Begin,2,NULL,NULL
305,Themselves,3,NULL,NULL
306,Hit,5,NULL,NULL
307,Watch,3,NULL,NULL
308,Join,3,NULL,NULL
309,Science,5,NULL,NULL
310,Education,4,NULL,NULL
311,Professional,2,NULL,NULL
312,Too,5,NULL,NULL
313,Ahead,1,NULL,NULL
314,Candidate,1,NULL,NULL
315,Remember,4,NULL,NULL
316,Arrive,5,NULL,NULL
317,Language,1,NULL,NULL
318,Performance,4,NULL,NULL
319,Nearly,4,NULL,NULL
320,Job,5,NULL,NULL
321,Blue,5,NULL,NULL
322,Year,5,NULL,NULL
323,Yes,4,NULL,NULL
324,Give,1,NULL,NULL
325,Must,4,NULL,NULL
326,Service,3,NULL,NULL
327,I,5,NULL,NULL
328,Science,3,NULL,NULL
329,Source,4,NULL,NULL
330,Trial,1,NULL,NULL
331,Seem,1,NULL,NULL
332,Culture,5,NULL,NULL
333,Enter,2,NULL,NULL
334,Pass,4,NULL,NULL
335,Future,2,NULL,NULL
336,Next,3,NULL,NULL
337,Generation,4,NULL,NULL
338,Court,2,NULL,NULL
339,Fine,3,NULL,NULL
340,Research,2,NULL,NULL
341,Protect,3,NULL,NULL
342,Clearly,5,NULL,NULL
343,Question,3,NULL,NULL
344,Real,2,NULL,NULL
345,NULL,5,NULL,NULL
346,Human,5,NULL,NULL
347,Will,2,NULL,NULL
348,Someone,3,NULL,NULL
349,Position,5,NULL,NULL
350,Much,2,NULL,NULL
351,Collection,4,NULL,NULL
352,Authority,5,NULL,NULL
353,Style,1,NULL,NULL
354,Accept,1,NULL,NULL
355,Month,5,NULL,NULL
356,Radio,2,NULL,NULL
357,Decade,2,NULL,NULL
358,Thing,3,NULL,NULL
359,Couple,5,NULL,NULL
360,For,3,NULL,NULL
361,Outside,1,NULL,NULL
362,Stay,5,NULL,NULL
363,Dog,2,NULL,NULL
364,Part,1,NULL,NULL
365,Now,1,NULL,NULL
366,Job,5,NULL,NULL
367,Dog,1,NULL,NULL
368,Respond,5,NULL,NULL
369,Across,1,NULL,NULL
370,True,4,NULL,NULL
371,Identify,2,NULL,NULL
372,Drug,3,NULL,NULL
373,Religious,2,NULL,NULL
374,Real,5,NULL,NULL
375,Today,5,NULL,NULL
376,Pull,2,NULL,NULL
377,Anything,3,NULL,NULL
378,Career,5,NULL,NULL
379,Say,3,NULL,NULL
380,State,5,NULL,NULL
381,Fear,5,NULL,NULL
382,So,2,NULL,NULL
383,Herself,3,NULL,NULL
384,Western,3,NULL,NULL
385,Lawyer,2,NULL,NULL
386,American,3,NULL,NULL
387,Student,2,NULL,NULL
388,Bank,5,NULL,NULL
389,Listen,1,NULL,NULL
390,Issue,1,NULL,NULL
391,Sure,4,NULL,NULL
392,Space,4,NULL,NULL
393,Describe,4,NULL,NULL
394,Center,3,NULL,NULL
395,She,1,NULL,NULL
396,Clear,4,NULL,NULL
397,Get,3,NULL,NULL
398,Adult,1,NULL,NULL
399,Alone,2,NULL,NULL
400,Form,5,NULL,NULL
401,Young,2,NULL,NULL
402,Wind,5,NULL,NULL
403,Environment,2,NULL,NULL
404,Late,4,NULL,NULL
405,Eye,2,NULL,NULL
406,Choice,3,NULL,NULL
407,Newspaper,5,NULL,NULL
408,Require,1,NULL,NULL
409,Too,4,NULL,NULL
410,Within,1,NULL,NULL
411,Animal,1,NULL,NULL
412,Know,1,NULL,NULL
413,Population,4,NULL,NULL
414,Edge,1,NULL,NULL
415,Long,1,NULL,NULL
416,Improve,2,NULL,NULL
417,Institution,2,NULL,NULL
418,Design,4,NULL,NULL
419,Second,1,NULL,NULL
420,Agreement,3,NULL,NULL
421,Discover,2,NULL,NULL
422,Maintain,2,NULL,NULL
423,Condition,2,NULL,NULL
424,Last,1,NULL,NULL
425,Ever,5,NULL,NULL
426,Reach,1,NULL,NULL
427,Action,2,NULL,NULL
428,Majority,5,NULL,NULL
429,Animal,2,NULL,NULL
430,Loss,3,NULL,NULL
431,Hit,4,NULL,NULL
432,Notice,4,NULL,NULL
433,Argue,2,NULL,NULL
434,Decade,3,NULL,NULL
435,Artist,4,NULL,NULL
436,Child,5,NULL,NULL
437,Special,1,NULL,NULL
438,Clear,4,NULL,NULL
439,Leg,3,NULL,NULL
440,Because,1,NULL,NULL
441,Back,4,NULL,NULL
442,Really,3,NULL,NULL
443,Base,2,NULL,NULL
444,Chair,3,NULL,NULL
445,Company,5,NULL,NULL
446,Level,3,NULL,NULL
447,Pretty,4,NULL,NULL
448,Above,1,NULL,NULL
449,Hospital,4,NULL,NULL
450,Respond,1,NULL,NULL
451,Somebody,3,NULL,NULL
452,Available,4,NULL,NULL
453,Successful,2,NULL,NULL
454,Kid,1,NULL,NULL
455,Sense,5,NULL,NULL
456,Few,1,NULL,NULL
457,They,2,NULL,NULL
458,From,5,NULL,NULL
459,Really,5,NULL,NULL
460,Statement,4,NULL,NULL
461,Former,4,NULL,NULL
462,Quickly,3,NULL,NULL
463,Think,2,NULL,NULL
464,Pressure,1,NULL,NULL
465,Mother,2,NULL,NULL
466,Suddenly,2,NULL,NULL
467,Pattern,4,NULL,NULL
468,Public,2,NULL,NULL
469,Ever,2,NULL,NULL
470,Pressure,4,NULL,NULL
471,Story,2,NULL,NULL
472,Against,4,NULL,NULL
473,Amount,1,NULL,NULL
474,Item,1,NULL,NULL
475,Effort,2,NULL,NULL
476,Meeting,2,NULL,NULL
477,Baby,5,NULL,NULL
478,Character,1,NULL,NULL
479,Agent,5,NULL,NULL
480,Trial,2,NULL,NULL
481,These,2,NULL,NULL
482,Husband,4,NULL,NULL
483,National,3,NULL,NULL
484,Coach,2,NULL,NULL
485,Produce,5,NULL,NULL
486,End,5,NULL,NULL
487,Shake,4,NULL,NULL
488,Put,2,NULL,NULL
489,Guess,5,NULL,NULL
490,Improve,3,NULL,NULL
491,Reduce,3,NULL,NULL
492,Participant,4,NULL,NULL
493,Reveal,5,NULL,NULL
494,Industry,1,NULL,NULL
495,Third,2,NULL,NULL
496,Realize,5,NULL,NULL
497,Point,3,NULL,NULL
498,Late,5,NULL,NULL
499,This,2,NULL,NULL
500,Article,3,NULL,NULL
501,Director,4,NULL,NULL
502,Exactly,4,NULL,NULL
503,Shake,1,NULL,NULL
504,Foot,5,NULL,NULL
505,Everything,5,NULL,NULL
506,Up,2,NULL,NULL
507,Their,4,NULL,NULL
508,Season,5,NULL,NULL
509,Occur,4,NULL,NULL
510,Reason,1,NULL,NULL
511,Show,3,NULL,NULL
512,International,4,NULL,NULL
513,Fact,1,NULL,NULL
514,What,3,NULL,NULL
515,Subject,3,NULL,NULL
516,Include,3,NULL,NULL
517,Summer,1,NULL,NULL
518,People,1,NULL,NULL
519,Finally,3,NULL,NULL
520,Team,5,NULL,NULL
521,Involve,1,NULL,NULL
522,Create,2,NULL,NULL
523,Parent,5,NULL,NULL
524,Central,1,NULL,NULL
525,Increase,4,NULL,NULL
526,Color,5,NULL,NULL
527,Speak,3,NULL,NULL
528,Answer,4,NULL,NULL
529,Newspaper,3,NULL,NULL
530,Star,1,NULL,NULL
531,Next,4,NULL,NULL
532,Not,2,NULL,NULL
533,Notice,1,NULL,NULL
534,Should,4,NULL,NULL
535,Line,5,NULL,NULL
536,Will,5,NULL,NULL
537,Mean,3,NULL,NULL
538,Protect,5,NULL,NULL
539,Physical,3,NULL,NULL
540,Control,1,NULL,NULL
541,Guess,4,NULL,NULL
542,Reach,4,NULL,NULL
543,Threat,3,NULL,NULL
544,Yeah,3,NULL,NULL
545,Care,5,NULL,NULL
546,Citizen,4,NULL,NULL
547,Away,4,NULL,NULL
548,So,1,NULL,NULL
549,Two,4,NULL,NULL
550,At,5,NULL,NULL
551,Friend,5,NULL,NULL
552,Mr,1,NULL,NULL
553,Degree,4,NULL,NULL
554,Right,2,NULL,NULL
555,Wall,3,NULL,NULL
556,Third,3,NULL,NULL
557,Trial,2,NULL,NULL
558,Grow,2,NULL,NULL
559,Anyone,3,NULL,NULL
560,Deep,1,NULL,NULL
561,Really,3,NULL,NULL
562,Husband,2,NULL,NULL
563,Old,3,NULL,NULL
564,Fill,5,NULL,NULL
565,Behavior,1,NULL,NULL
566,Possible,1,NULL,NULL
567,Become,5,NULL,NULL
568,Full,4,NULL,NULL
569,Left,4,NULL,NULL
570,Customer,5,NULL,NULL
571,Season,2,NULL,NULL
572,Fear,1,NULL,NULL
573,West,4,NULL,NULL
574,Quality,3,NULL,NULL
575,Follow,4,NULL,NULL
576,Rock,3,NULL,NULL
577,Attorney,4,NULL,NULL
578,Vote,2,NULL,NULL
579,Chair,1,NULL,NULL
580,Civil,5,NULL,NULL
581,Than,5,NULL,NULL
582,Term,1,NULL,NULL
583,At,5,NULL,NULL
584,Matter,3,NULL,NULL
585,Season,5,NULL,NULL
586,Relate,5,NULL,NULL
587,Unit,5,NULL,NULL
588,Similar,2,NULL,NULL
589,Treatment,1,NULL,NULL
590,Team,3,NULL,NULL
591,Would,5,NULL,NULL
592,Fund,5,NULL,NULL
593,Career,5,NULL,NULL
594,Positive,3,NULL,NULL
595,Instead,4,NULL,NULL
596,Plant,4,NULL,NULL
597,All,3,NULL,NULL
598,Western,4,NULL,NULL
599,Certainly,1,NULL,NULL
600,Shake,4,NULL,NULL
601,Argue,3,NULL,NULL
602,End,1,NULL,NULL
603,Concern,1,NULL,NULL
604,Western,4,NULL,NULL
605,Upon,5,NULL,NULL
606,Get,4,NULL,NULL
607,Represent,1,NULL,NULL
608,Name,2,NULL,NULL
609,Single,1,NULL,NULL
610,Work,1,NULL,NULL
611,Finally,4,NULL,NULL
612,Hospital,5,NULL,NULL
613,Despite,5,NULL,NULL
614,Direction,4,NULL,NULL
615,Somebody,5,NULL,NULL
616,Step,4,NULL,NULL
617,Part,5,NULL,NULL
618,Wind,2,NULL,NULL
619,Small,3,NULL,NULL
620,Region,4,NULL,NULL
621,Fine,4,NULL,NULL
622,Little,2,NULL,NULL
623,Bring,5,NULL,NULL
624,Poor,1,NULL,NULL
625,Pull,5,NULL,NULL
626,Area,2,NULL,NULL
627,Behind,4,NULL,NULL
628,Popular,1,NULL,NULL
629,Participant,1,NULL,NULL
630,Really,1,NULL,NULL
631,Rise,4,NULL,NULL
632,Wonder,2,NULL,NULL
633,These,4,NULL,NULL
634,Better,2,NULL,NULL
635,Will,3,NULL,NULL
636,Wide,4,NULL,NULL
637,Alone,3,NULL,NULL
638,North,2,NULL,NULL
639,Simply,1,NULL,NULL
640,Trial,1,NULL,NULL
641,Identify,3,NULL,NULL
642,She,2,NULL,NULL
643,Lawyer,5,NULL,NULL
644,Power,1,NULL,NULL
645,Address,1,NULL,NULL
646,Hundred,1,NULL,NULL
647,Network,2,NULL,NULL
648,Sort,3,NULL,NULL
649,Recent,5,NULL,NULL
650,Provide,2,NULL,NULL
651,Price,5,NULL,NULL
652,Politics,1,NULL,NULL
653,Including,1,NULL,NULL
654,Himself,3,NULL,NULL
655,Without,4,NULL,NULL
656,Realize,1,NULL,NULL
657,Remember,2,NULL,NULL
658,Agent,1,NULL,NULL
659,Enter,4,NULL,NULL
660,Western,5,NULL,NULL
661,Away,4,NULL,NULL
662,Tree,3,NULL,NULL
663,Attorney,1,NULL,NULL
664,School,2,NULL,NULL
665,Official,3,NULL,NULL
666,Value,3,NULL,NULL
667,Necessary,4,NULL,NULL
668,Form,4,NULL,NULL
669,Our,2,NULL,NULL
670,Soon,5,NULL,NULL
671,Will,4,NULL,NULL
672,Step,1,NULL,NULL
673,Item,4,NULL,NULL
674,Fight,3,NULL,NULL
675,Woman,2,NULL,NULL
676,In,3,NULL,NULL
677,Across,4,NULL,NULL
678,Remember,5,NULL,NULL
679,Half,3,NULL,NULL
680,Question,3,NULL,NULL
681,Pretty,2,NULL,NULL
682,Election,3,NULL,NULL
683,Technology,1,NULL,NULL
684,Beat,1,NULL,NULL
685,Find,3,NULL,NULL
686,Writer,5,NULL,NULL
687,Guy,4,NULL,NULL
688,These,2,NULL,NULL
689,Charge,2,NULL,NULL
690,Score,1,NULL,NULL
691,Staff,1,NULL,NULL
692,Responsibility,4,NULL,NULL
693,Rather,5,NULL,NULL
694,Rise,2,NULL,NULL
695,Hope,3,NULL,NULL
696,Design,3,NULL,NULL
697,Serious,4,NULL,NULL
698,Home,1,NULL,NULL
699,Such,4,NULL,NULL
700,Interview,1,NULL,NULL
701,Recognize,3,NULL,NULL
702,Even,4,NULL,NULL
703,Computer,1,NULL,NULL
704,Ok,2,NULL,NULL
705,Close,2,NULL,NULL
706,Voice,1,NULL,NULL
707,Cold,3,NULL,NULL
708,Machine,2,NULL,NULL
709,Understand,2,NULL,NULL
710,Whole,2,NULL,NULL
711,Me,2,NULL,NULL
712,Say,1,NULL,NULL
713,Sign,3,NULL,NULL
714,Main,5,NULL,NULL
715,Shoulder,4,NULL,NULL
716,Mother,5,NULL,NULL
717,Everybody,5,NULL,NULL
718,Loss,4,NULL,NULL
719,Agreement,5,NULL,NULL
720,Summer,5,NULL,NULL
721,Center,1,NULL,NULL
722,Energy,5,NULL,NULL
723,How,5,NULL,NULL
724,Him,2,NULL,NULL
725,Traditional,3,NULL,NULL
726,Section,2,NULL,NULL
727,Look,2,NULL,NULL
728,Civil,1,NULL,NULL
729,Tree,1,NULL,NULL
730,Last,4,NULL,NULL
731,Dog,4,NULL,NULL
732,Daughter,3,NULL,NULL
733,Than,3,NULL,NULL
734,Team,2,NULL,NULL
735,Possible,1,NULL,NULL
736,Between,4,NULL,NULL
737,Relate,3,NULL,NULL
738,Lot,5,NULL,NULL
739,Fire,4,NULL,NULL
740,Election,4,NULL,NULL
741,Surface,2,NULL,NULL
742,Traditional,3,NULL,NULL
743,Pass,4,NULL,NULL
744,Field,5,NULL,NULL
745,Race,4,NULL,NULL
746,Television,3,NULL,NULL
747,Hold,3,NULL,NULL
748,Accept,2,NULL,NULL
749,Teach,4,NULL,NULL
750,Long,5,NULL,NULL
751,Fact,2,NULL,NULL
752,Become,5,NULL,NULL
753,Realize,4,NULL,NULL
754,Hard,1,NULL,NULL
755,Value,3,NULL,NULL
756,Experience,4,NULL,NULL
757,Though,5,NULL,NULL
758,Hope,1,NULL,NULL
759,We,1,NULL,NULL
760,Near,3,NULL,NULL
761,Stock,5,NULL,NULL
762,Attack,3,NULL,NULL
763,True,2,NULL,NULL
764,Anything,5,NULL,NULL
765,Every,5,NULL,NULL
766,Hundred,4,NULL,NULL
767,Attorney,4,NULL,NULL
768,Focus,4,NULL,NULL
769,Step,2,NULL,NULL
770,Require,2,NULL,NULL
771,Above,2,NULL,NULL
772,Claim,2,NULL,NULL
773,Mother,4,NULL,NULL
774,Mention,4,NULL,NULL
775,Part,2,NULL,NULL
776,Stuff,5,NULL,NULL
777,Ask,5,NULL,NULL
778,From,5,NULL,NULL
779,Church,4,NULL,NULL
780,Important,5,NULL,NULL
781,Pay,5,NULL,NULL
782,Tax,2,NULL,NULL
783,The,1,NULL,NULL
784,Himself,4,NULL,NULL
785,Include,5,NULL,NULL
786,Point,5,NULL,NULL
787,Class,1,NULL,NULL
788,From,3,NULL,NULL
789,White,5,NULL,NULL
790,Including,4,NULL,NULL
791,Try,3,NULL,NULL
792,Defense,1,NULL,NULL
793,Office,4,NULL,NULL
794,Just,2,NULL,NULL
795,And,2,NULL,NULL
796,Arm,4,NULL,NULL
797,Economic,3,NULL,NULL
798,Woman,2,NULL,NULL
799,Born,1,NULL,NULL
800,Beautiful,3,NULL,NULL
801,Family,5,NULL,NULL
802,Say,1,NULL,NULL
803,Which,1,NULL,NULL
804,Cause,3,NULL,NULL
805,Area,4,NULL,NULL
806,Although,1,NULL,NULL
807,Right,2,NULL,NULL
808,National,5,NULL,NULL
809,International,1,NULL,NULL
810,Your,3,NULL,NULL
811,Major,4,NULL,NULL
812,Cut,2,NULL,NULL
813,And,1,NULL,NULL
814,Wait,1,NULL,NULL
815,Understand,2,NULL,NULL
816,Indeed,4,NULL,NULL
817,Itself,1,NULL,NULL
818,Role,2,NULL,NULL
819,Explain,4,NULL,NULL
820,Address,2,NULL,NULL
821,Though,3,NULL,NULL
822,Or,1,NULL,NULL
823,Responsibility,4,NULL,NULL
824,Why,5,NULL,NULL
825,White,3,NULL,NULL
826,Professor,3,NULL,NULL
827,Response,5,NULL,NULL
828,Attorney,1,NULL,NULL
829,Add,2,NULL,NULL
830,Whatever,5,NULL,NULL
831,Who,4,NULL,NULL
832,Until,3,NULL,NULL
833,Per,4,NULL,NULL
834,Team,4,NULL,NULL
835,Star,2,NULL,NULL
836,Probably,2,NULL,NULL
837,Church,1,NULL,NULL
838,Have,3,NULL,NULL
839,Source,3,NULL,NULL
840,After,2,NULL,NULL
841,Others,5,NULL,NULL
842,Trouble,5,NULL,NULL
843,Glass,2,NULL,NULL
844,Goal,3,NULL,NULL
845,Detail,3,NULL,NULL
846,Specific,3,NULL,NULL
847,Modern,1,NULL,NULL
848,Respond,2,NULL,NULL
849,Account,3,NULL,NULL
850,Money,1,NULL,NULL
851,Participant,4,NULL,NULL
852,Particular,5,NULL,NULL
853,Seven,4,NULL,NULL
854,Pm,5,NULL,NULL
855,Newspaper,5,NULL,NULL
856,West,2,NULL,NULL
857,Think,1,NULL,NULL
858,Future,3,NULL,NULL
859,Lot,4,NULL,NULL
860,Box,1,NULL,NULL
861,Hair,5,NULL,NULL
862,Without,2,NULL,NULL
863,Vote,4,NULL,NULL
864,Full,4,NULL,NULL
865,Leave,5,NULL,NULL
866,Development,3,NULL,NULL
867,Back,4,NULL,NULL
868,Single,1,NULL,NULL
869,So,5,NULL,NULL
870,Treatment,5,NULL,NULL
871,Later,3,NULL,NULL
872,Suggest,2,NULL,NULL
873,Next,4,NULL,NULL
874,Small,3,NULL,NULL
875,Information,1,NULL,NULL
876,Someone,1,NULL,NULL
877,College,3,NULL,NULL
878,Move,1,NULL,NULL
879,Bad,2,NULL,NULL
880,Few,1,NULL,NULL
881,Nice,2,NULL,NULL
882,Growth,5,NULL,NULL
883,Blue,3,NULL,NULL
884,Level,3,NULL,NULL
885,Position,1,NULL,NULL
886,Last,5,NULL,NULL
887,Few,3,NULL,NULL
888,Just,5,NULL,NULL
889,Buy,1,NULL,NULL
890,Paper,4,NULL,NULL
891,Industry,2,NULL,NULL
892,Ready,2,NULL,NULL
893,Sign,2,NULL,NULL
894,Other,5,NULL,NULL
895,Fund,1,NULL,NULL
896,Improve,2,NULL,NULL
