sale_id,product_id,Price,Quantity,total_amount
237,799,257.31,NULL,NULL
238,917,257.31,NULL,NULL
239,126,225.18,NULL,NULL
240,127,182.6,NULL,NULL
241,974,182.6,NULL,NULL
242,128,226.77,NULL,NULL
243,372,226.77,NULL,NULL
244,129,160.0,NULL,NULL
245,644,160.0,NULL,NULL
246,130,225.18,NULL,NULL
247,871,226.77,NULL,NULL
248,131,257.31,90.0,23157.9
249,132,262.82,NULL,NULL
250,133,12.03,NULL,NULL
251,272,12.03,NULL,NULL
252,528,12.03,NULL,NULL
253,134,233.44,NULL,NULL
254,546,225.18,NULL,NULL
255,135,262.82,85.0,22339.7
256,902,257.31,85.0,21871.35
257,136,225.18,NULL,NULL
258,137,226.77,NULL,NULL
259,724,233.44,NULL,NULL
260,138,226.77,NULL,NULL
261,447,225.18,NULL,NULL
262,681,233.44,NULL,NULL
263,139,226.77,NULL,NULL
264,650,233.44,NULL,NULL
265,964,262.82,NULL,NULL
266,140,161.38,71.0,11457.98
267,301,161.38,71.0,11457.98
268,141,226.77,NULL,NULL
269,993,257.31,NULL,NULL
270,142,262.82,NULL,NULL
271,725,226.77,NULL,NULL
272,742,226.77,NULL,NULL
273,143,102.88,NULL,NULL
274,923,102.88,NULL,NULL
275,970,102.88,NULL,NULL
276,52,233.44,61.0,14239.84
277,144,257.31,61.0,15695.91
278,400,262.82,61.0,16032.02
279,668,225.18,61.0,13735.98
280,921,225.18,61.0,13735.98
281,46,439.88,0.0,0.0
282,145,439.88,0.0,0.0
283,33,124.16,NULL,NULL
284,146,124.16,NULL,NULL
285,307,124.16,NULL,NULL
286,906,124.16,NULL,NULL
287,920,124.16,NULL,NULL
288,147,408.46,76.0,31042.96
289,148,102.78,86.0,8839.08
290,149,225.18,52.0,11709.36
291,150,169.26,NULL,NULL
292,575,169.26,NULL,NULL
293,913,169.26,NULL,NULL
294,151,225.18,NULL,NULL
295,271,257.31,NULL,NULL
296,558,233.44,NULL,NULL
297,152,267.53,60.0,16051.8
298,153,226.77,NULL,NULL
299,154,233.44,NULL,NULL
300,352,262.82,NULL,NULL
301,155,421.24,NULL,NULL
302,744,421.24,NULL,NULL
303,156,225.18,60.0,13510.8
304,157,352.97,NULL,NULL
305,768,352.97,NULL,NULL
306,158,257.31,97.0,24959.07
307,204,257.31,97.0,24959.07
308,430,226.77,97.0,21996.69
309,718,225.18,97.0,21842.46
310,159,257.31,NULL,NULL
311,91,233.44,75.0,17508.0
312,160,257.31,75.0,19298.25
313,994,226.77,75.0,17007.75
314,161,226.77,NULL,NULL
315,162,464.08,NULL,NULL
316,357,464.08,NULL,NULL
317,434,464.08,NULL,NULL
318,163,225.18,76.0,17113.68
319,164,70.33,26.0,1828.58
320,165,233.44,97.0,22643.68
321,383,226.77,97.0,21996.69
322,166,233.44,NULL,NULL
323,167,262.82,NULL,NULL
324,168,226.77,NULL,NULL
325,240,225.18,NULL,NULL
326,56,233.44,51.0,11905.44
327,101,257.31,51.0,13122.81
328,169,226.77,51.0,11565.27
329,170,262.82,2.0,525.64
330,245,257.31,2.0,514.62
331,171,225.18,NULL,NULL
332,667,225.18,NULL,NULL
333,172,495.33,9.0,4457.97
334,787,495.33,9.0,4457.97
335,173,233.44,NULL,NULL
336,321,262.82,NULL,NULL
337,883,226.77,NULL,NULL
338,174,225.18,NULL,NULL
339,461,225.18,NULL,NULL
340,4,233.44,NULL,NULL
341,175,262.82,NULL,NULL
342,176,233.44,NULL,NULL
343,597,226.77,NULL,NULL
344,177,233.44,99.0,23110.56
345,812,233.44,99.0,23110.56
346,178,389.85,NULL,NULL
347,363,389.85,NULL,NULL
348,367,389.85,NULL,NULL
349,731,389.85,NULL,NULL
350,37,262.82,NULL,NULL
351,179,262.82,NULL,NULL
352,247,262.82,NULL,NULL
353,180,226.77,NULL,NULL
354,424,257.31,NULL,NULL
355,730,225.18,NULL,NULL
356,886,262.82,NULL,NULL
357,181,262.82,NULL,NULL
358,983,233.44,NULL,NULL
359,182,225.18,NULL,NULL
360,708,233.44,NULL,NULL
361,113,233.44,NULL,NULL
362,183,233.44,NULL,NULL
363,530,257.31,NULL,NULL
364,835,233.44,NULL,NULL
365,184,308.15,NULL,NULL
366,337,308.15,NULL,NULL
367,185,233.44,39.0,9104.16
368,410,257.31,39.0,10035.09
369,186,225.18,NULL,NULL
370,187,257.31,95.0,24444.45
371,291,262.82,95.0,24967.9
372,188,233.44,NULL,NULL
373,699,225.18,NULL,NULL
374,189,226.77,68.0,15420.36
375,190,225.18,NULL,NULL
376,501,225.18,NULL,NULL
377,191,257.31,NULL,NULL
378,686,262.82,NULL,NULL
379,192,257.31,NULL,NULL
380,872,233.44,NULL,NULL
381,944,225.18,NULL,NULL
382,105,225.18,75.0,16888.5
383,193,226.77,75.0,17007.75
384,290,262.82,75.0,19711.5
385,473,257.31,75.0,19298.25
386,194,262.82,48.0,12615.36
387,340,233.44,48.0,11205.12
388,195,262.82,95.0,24967.9
389,196,262.82,NULL,NULL
390,197,262.82,NULL,NULL
391,198,432.2,60.0,25932.0
392,53,226.77,NULL,NULL
393,199,262.82,NULL,NULL
394,355,262.82,NULL,NULL
395,200,107.57,73.0,7852.61
396,234,107.57,73.0,7852.61
397,201,257.31,97.0,24959.07
398,202,262.82,NULL,NULL
399,203,226.77,NULL,NULL
400,158,257.31,NULL,NULL
401,204,257.31,NULL,NULL
402,430,226.77,NULL,NULL
403,718,225.18,NULL,NULL
404,205,55.33,NULL,NULL
405,44,160.93,NULL,NULL
406,206,160.93,NULL,NULL
407,207,215.79,NULL,NULL
408,419,215.79,NULL,NULL
409,208,257.31,NULL,NULL
410,209,350.22,NULL,NULL
411,631,350.22,NULL,NULL
412,694,350.22,NULL,NULL
413,210,257.31,NULL,NULL
414,68,365.13,NULL,NULL
415,211,365.13,NULL,NULL
416,749,365.13,NULL,NULL
417,212,257.31,74.0,19040.94
418,990,262.82,74.0,19448.68
419,213,262.82,45.0,11826.9
420,214,226.77,NULL,NULL
421,875,257.31,NULL,NULL
422,66,257.31,NULL,NULL
423,215,257.31,NULL,NULL
424,622,233.44,NULL,NULL
425,216,118.45,NULL,NULL
426,646,118.45,NULL,NULL
427,766,118.45,NULL,NULL
428,217,262.82,NULL,NULL
429,218,233.44,NULL,NULL
430,237,257.31,NULL,NULL
431,436,262.82,NULL,NULL
432,219,226.77,NULL,NULL
433,220,292.14,NULL,NULL
434,221,233.44,NULL,NULL
435,697,225.18,NULL,NULL
436,222,262.82,NULL,NULL
437,223,233.44,NULL,NULL
438,224,225.18,68.0,15312.24
439,497,226.77,68.0,15420.36
440,786,262.82,68.0,17871.76
441,225,225.18,NULL,NULL
442,226,226.77,NULL,NULL
443,860,257.31,NULL,NULL
444,932,262.82,NULL,NULL
445,227,233.44,NULL,NULL
446,451,226.77,NULL,NULL
447,615,262.82,NULL,NULL
448,228,226.77,35.0,7936.95
449,229,262.82,NULL,NULL
450,388,262.82,NULL,NULL
451,230,125.04,30.0,3751.2
452,231,233.44,NULL,NULL
453,232,262.82,NULL,NULL
454,319,225.18,NULL,NULL
455,233,257.31,NULL,NULL
456,200,257.31,NULL,NULL
457,234,233.44,NULL,NULL
458,235,225.18,NULL,NULL
459,238,225.18,NULL,NULL
460,458,262.82,NULL,NULL
461,778,262.82,NULL,NULL
462,788,226.77,NULL,NULL
463,236,233.44,NULL,NULL
464,382,233.44,NULL,NULL
465,548,257.31,NULL,NULL
466,869,262.82,NULL,NULL
467,218,233.44,55.0,12839.2
468,237,257.31,55.0,14152.05
469,436,262.82,55.0,14455.1
470,235,225.18,NULL,NULL
471,238,225.18,NULL,NULL
472,458,262.82,NULL,NULL
473,778,262.82,NULL,NULL
474,788,226.77,NULL,NULL
475,239,257.31,91.0,23415.21
476,242,233.44,91.0,21243.04
477,168,226.77,46.0,10431.42
478,240,225.18,46.0,10358.28
479,241,226.77,20.0,4535.4
480,239,257.31,39.0,10035.09
481,242,233.44,39.0,9104.16
482,243,55.95,NULL,NULL
483,332,55.95,NULL,NULL
484,244,225.18,NULL,NULL
485,467,225.18,NULL,NULL
486,170,262.82,NULL,NULL
487,245,257.31,NULL,NULL
488,246,233.44,NULL,NULL
489,37,262.82,65.0,17083.3
490,179,262.82,65.0,17083.3
491,247,262.82,65.0,17083.3
492,248,262.82,80.0,21025.6
493,249,262.82,29.0,7621.78
494,336,226.77,29.0,6576.33
495,531,225.18,29.0,6530.22
496,873,225.18,29.0,6530.22
497,250,226.77,27.0,6122.79
498,341,226.77,27.0,6122.79
499,538,262.82,27.0,7096.14
500,251,226.77,59.0,13379.43
501,57,233.44,NULL,NULL
502,252,233.44,NULL,NULL
503,523,262.82,NULL,NULL
504,253,262.82,NULL,NULL
505,254,262.82,NULL,NULL
506,441,225.18,NULL,NULL
507,867,225.18,NULL,NULL
508,255,257.31,NULL,NULL
509,669,233.44,NULL,NULL
510,256,257.31,NULL,NULL
511,582,257.31,NULL,NULL
512,257,225.18,NULL,NULL
513,258,257.31,4.0,1029.24
514,294,262.82,4.0,1051.28
515,259,257.31,NULL,NULL
516,260,60.11,NULL,NULL
517,370,60.11,NULL,NULL
518,763,60.11,NULL,NULL
519,261,233.44,NULL,NULL
520,929,262.82,NULL,NULL
521,262,262.82,NULL,NULL
522,263,226.77,12.0,2721.24
523,264,257.31,51.0,13122.81
524,265,226.77,NULL,NULL
525,266,226.77,NULL,NULL
526,267,257.31,NULL,NULL
527,268,257.31,NULL,NULL
528,269,226.77,NULL,NULL
529,938,226.77,NULL,NULL
530,270,257.31,NULL,NULL
531,151,225.18,89.0,20041.02
532,271,257.31,89.0,22900.59
533,558,233.44,89.0,20776.16
534,133,233.44,85.0,19842.4
535,272,233.44,85.0,19842.4
536,528,225.18,85.0,19140.3
537,273,262.82,NULL,NULL
538,298,257.31,NULL,NULL
539,35,233.44,NULL,NULL
540,274,262.82,NULL,NULL
541,596,225.18,NULL,NULL
542,275,262.82,100.0,26282.0
543,522,233.44,100.0,23344.0
544,276,233.44,NULL,NULL
545,988,262.82,NULL,NULL
546,277,233.44,NULL,NULL
547,278,3.52,NULL,NULL
548,279,225.18,NULL,NULL
549,346,262.82,NULL,NULL
550,280,257.31,NULL,NULL
551,281,402.54,NULL,NULL
552,852,402.54,NULL,NULL
553,282,487.36,NULL,NULL
554,283,257.31,NULL,NULL
555,747,226.77,NULL,NULL
556,284,226.77,NULL,NULL
557,358,226.77,NULL,NULL
558,941,225.18,NULL,NULL
559,20,226.77,28.0,6349.56
560,285,257.31,28.0,7204.68
561,286,257.31,NULL,NULL
562,287,257.31,NULL,NULL
563,444,226.77,NULL,NULL
564,579,257.31,NULL,NULL
565,288,226.77,NULL,NULL
566,800,226.77,NULL,NULL
567,89,233.44,NULL,NULL
568,289,233.44,NULL,NULL
569,322,262.82,NULL,NULL
570,105,225.18,NULL,NULL
571,193,226.77,NULL,NULL
572,290,262.82,NULL,NULL
573,473,257.31,NULL,NULL
574,187,257.31,8.0,2058.48
575,291,262.82,8.0,2102.56
576,11,233.44,NULL,NULL
577,292,262.82,NULL,NULL
578,49,226.77,89.0,20182.53
579,293,226.77,89.0,20182.53
580,570,262.82,89.0,23390.98
581,258,257.31,54.0,13894.74
582,294,262.82,54.0,14192.28
583,104,226.77,5.0,1133.85
584,295,262.82,5.0,1314.1
585,296,233.44,1.0,233.44
586,297,233.44,48.0,11205.12
587,273,262.82,NULL,NULL
588,298,257.31,NULL,NULL
589,299,339.52,NULL,NULL
590,300,226.77,NULL,NULL
591,140,226.77,NULL,NULL
592,301,225.18,NULL,NULL
593,302,180.86,NULL,NULL
594,806,180.86,NULL,NULL
595,303,89.77,NULL,NULL
596,304,326.44,NULL,NULL
597,305,226.77,NULL,NULL
598,306,262.82,NULL,NULL
599,431,225.18,NULL,NULL
600,33,262.82,7.0,1839.74
601,146,233.44,7.0,1634.08
602,307,226.77,7.0,1587.39
603,906,257.31,7.0,1801.17
604,920,257.31,7.0,1801.17
605,308,365.03,38.0,13871.14
606,957,365.03,38.0,13871.14
607,309,262.82,61.0,16032.02
608,328,226.77,61.0,13832.97
609,985,225.18,61.0,13735.98
610,310,225.18,95.0,21392.1
611,311,320.02,34.0,10880.68
612,312,262.82,NULL,NULL
613,409,225.18,NULL,NULL
614,313,257.31,NULL,NULL
615,314,336.0,NULL,NULL
616,315,225.18,NULL,NULL
617,657,233.44,NULL,NULL
618,678,262.82,NULL,NULL
619,960,257.31,NULL,NULL
620,81,225.18,53.0,11934.54
621,316,262.82,53.0,13929.46
622,317,257.31,80.0,20584.8
623,318,225.18,NULL,NULL
624,232,461.99,88.0,40655.12
625,319,461.99,88.0,40655.12
626,320,262.82,NULL,NULL
627,366,262.82,NULL,NULL
628,909,226.77,NULL,NULL
629,173,233.44,NULL,NULL
630,321,262.82,NULL,NULL
631,883,226.77,NULL,NULL
632,89,233.44,NULL,NULL
633,289,233.44,NULL,NULL
634,322,262.82,NULL,NULL
635,323,225.18,82.0,18464.76
636,324,257.31,NULL,NULL
637,325,225.18,NULL,NULL
638,326,226.77,87.0,19728.99
639,327,262.82,NULL,NULL
640,309,262.82,NULL,NULL
641,328,226.77,NULL,NULL
642,985,225.18,NULL,NULL
643,329,225.18,76.0,17113.68
644,839,226.77,76.0,17234.52
645,330,257.31,NULL,NULL
646,480,233.44,NULL,NULL
647,557,233.44,NULL,NULL
648,640,257.31,NULL,NULL
649,331,257.31,NULL,NULL
650,243,257.31,NULL,NULL
651,332,262.82,NULL,NULL
652,333,233.44,15.0,3501.6
653,659,225.18,15.0,3377.7
654,334,225.18,NULL,NULL
655,743,225.18,NULL,NULL
656,335,233.44,33.0,7703.52
657,858,226.77,33.0,7483.41
658,249,262.82,NULL,NULL
659,336,226.77,NULL,NULL
660,531,225.18,NULL,NULL
661,873,225.18,NULL,NULL
662,184,257.31,70.0,18011.7
663,337,225.18,70.0,15762.6
664,338,233.44,61.0,14239.84
665,339,27.7,NULL,NULL
666,621,27.7,NULL,NULL
667,194,262.82,27.0,7096.14
668,340,233.44,27.0,6302.88
669,250,226.77,NULL,NULL
670,341,226.77,NULL,NULL
671,538,262.82,NULL,NULL
672,342,262.82,NULL,NULL
673,343,226.77,NULL,NULL
674,680,226.77,NULL,NULL
675,914,226.77,NULL,NULL
676,344,233.44,65.0,15173.6
677,374,262.82,65.0,17083.3
678,345,338.5,NULL,NULL
679,279,225.18,NULL,NULL
680,346,262.82,NULL,NULL
681,347,233.44,NULL,NULL
682,536,262.82,NULL,NULL
683,635,226.77,NULL,NULL
684,671,225.18,NULL,NULL
685,348,180.82,NULL,NULL
686,876,180.82,NULL,NULL
687,75,226.77,NULL,NULL
688,349,262.82,NULL,NULL
689,885,257.31,NULL,NULL
690,350,404.37,NULL,NULL
691,17,226.77,NULL,NULL
692,351,225.18,NULL,NULL
693,154,174.65,NULL,NULL
694,352,174.65,NULL,NULL
695,353,367.3,NULL,NULL
696,354,257.31,NULL,NULL
697,748,233.44,NULL,NULL
698,53,226.77,NULL,NULL
699,199,262.82,NULL,NULL
700,355,262.82,NULL,NULL
701,356,409.29,NULL,NULL
702,162,366.21,NULL,NULL
703,357,366.21,NULL,NULL
704,434,366.21,NULL,NULL
705,284,226.77,NULL,NULL
706,358,226.77,NULL,NULL
707,941,225.18,NULL,NULL
708,359,262.82,NULL,NULL
709,360,226.77,52.0,11792.04
710,114,225.18,NULL,NULL
711,361,257.31,NULL,NULL
712,362,263.32,30.0,7899.6
713,178,262.82,NULL,NULL
714,363,233.44,NULL,NULL
715,367,257.31,NULL,NULL
716,731,225.18,NULL,NULL
717,364,257.31,14.0,3602.34
718,617,262.82,14.0,3679.48
719,775,233.44,14.0,3268.16
720,365,257.31,95.0,24444.45
721,320,262.82,23.0,6044.86
722,366,262.82,23.0,6044.86
723,909,226.77,23.0,5215.71
724,178,262.82,31.0,8147.42
725,363,233.44,31.0,7236.64
726,367,257.31,31.0,7976.61
727,731,225.18,31.0,6980.58
728,368,262.82,28.0,7358.96
729,450,257.31,28.0,7204.68
730,848,233.44,28.0,6536.32
731,369,464.09,8.0,3712.72
732,677,464.09,8.0,3712.72
733,260,226.77,NULL,NULL
734,370,225.18,NULL,NULL
735,763,233.44,NULL,NULL
736,371,156.54,NULL,NULL
737,641,156.54,NULL,NULL
738,128,226.77,NULL,NULL
739,372,226.77,NULL,NULL
740,373,233.44,73.0,17041.12
741,344,233.44,69.0,16107.36
742,374,262.82,69.0,18134.58
743,375,262.82,66.0,17346.12
744,376,233.44,NULL,NULL
745,625,262.82,NULL,NULL
746,377,226.77,NULL,NULL
747,764,262.82,NULL,NULL
748,378,262.82,NULL,NULL
749,593,262.82,NULL,NULL
750,379,347.75,97.0,33731.75
751,712,347.75,97.0,33731.75
752,802,347.75,97.0,33731.75
753,380,262.82,NULL,NULL
754,381,262.82,NULL,NULL
755,572,257.31,NULL,NULL
756,236,233.44,NULL,NULL
757,382,233.44,NULL,NULL
758,548,257.31,NULL,NULL
759,869,262.82,NULL,NULL
760,165,83.97,NULL,NULL
761,383,83.97,NULL,NULL
762,384,226.77,31.0,7029.87
763,598,225.18,31.0,6980.58
764,604,225.18,31.0,6980.58
765,660,262.82,31.0,8147.42
766,78,225.18,NULL,NULL
767,385,233.44,NULL,NULL
768,643,262.82,NULL,NULL
769,386,226.77,54.0,12245.58
770,387,233.44,18.0,4201.92
771,229,388.46,NULL,NULL
772,388,388.46,NULL,NULL
773,389,257.31,NULL,NULL
774,390,257.31,NULL,NULL
775,391,225.18,NULL,NULL
776,392,225.18,NULL,NULL
777,943,233.44,NULL,NULL
778,393,328.69,NULL,NULL
779,394,78.58,50.0,3929.0
780,721,78.58,50.0,3929.0
781,395,257.31,NULL,NULL
782,642,233.44,NULL,NULL
783,396,225.18,NULL,NULL
784,438,225.18,NULL,NULL
785,397,102.7,NULL,NULL
786,606,102.7,NULL,NULL
787,398,257.31,100.0,25731.0
788,399,233.44,NULL,NULL
789,637,226.77,NULL,NULL
790,52,233.44,NULL,NULL
791,144,257.31,NULL,NULL
792,400,262.82,NULL,NULL
793,668,225.18,NULL,NULL
794,921,225.18,NULL,NULL
795,50,262.82,NULL,NULL
796,401,233.44,NULL,NULL
797,402,217.65,NULL,NULL
798,618,217.65,NULL,NULL
799,403,223.38,NULL,NULL
800,404,225.18,47.0,10583.46
801,498,262.82,47.0,12352.54
802,405,233.44,NULL,NULL
803,12,25.31,NULL,NULL
804,15,25.31,NULL,NULL
805,406,25.31,NULL,NULL
806,407,262.82,NULL,NULL
807,529,226.77,NULL,NULL
808,855,262.82,NULL,NULL
809,408,257.31,NULL,NULL
810,770,233.44,NULL,NULL
811,312,262.82,NULL,NULL
812,409,225.18,NULL,NULL
813,185,312.19,89.0,27784.91
814,410,312.19,89.0,27784.91
815,411,257.31,NULL,NULL
816,429,233.44,NULL,NULL
817,412,257.31,NULL,NULL
818,18,262.82,NULL,NULL
819,413,225.18,NULL,NULL
820,414,257.31,82.0,21099.42
821,415,331.69,73.0,24213.37
822,750,331.69,73.0,24213.37
823,416,233.44,43.0,10037.92
824,490,226.77,43.0,9751.11
825,896,233.44,43.0,10037.92
826,417,233.44,NULL,NULL
827,418,126.49,40.0,5059.6
828,696,126.49,40.0,5059.6
829,207,225.18,NULL,NULL
830,419,257.31,NULL,NULL
831,420,226.77,NULL,NULL
832,719,262.82,NULL,NULL
833,421,233.44,NULL,NULL
834,422,379.4,NULL,NULL
835,423,233.44,NULL,NULL
836,180,212.87,58.0,12346.46
837,424,212.87,58.0,12346.46
838,730,212.87,58.0,12346.46
839,886,212.87,58.0,12346.46
840,425,262.82,58.0,15243.56
841,469,233.44,58.0,13539.52
842,426,257.31,NULL,NULL
843,542,225.18,NULL,NULL
844,427,233.44,NULL,NULL
845,428,262.82,95.0,24967.9
846,411,257.31,69.0,17754.39
847,429,233.44,69.0,16107.36
848,158,257.31,NULL,NULL
849,204,257.31,NULL,NULL
850,430,226.77,NULL,NULL
851,718,225.18,NULL,NULL
852,306,262.82,NULL,NULL
853,431,225.18,NULL,NULL
854,432,100.56,NULL,NULL
855,533,100.56,NULL,NULL
