sale_id,product_id,Price,Quantity
273,143,102.88,-5.0
274,923,102.88,-5.0
275,970,102.88,-5.0
276,52,,61.0
277,144,,61.0
278,400,,61.0
279,668,,61.0
280,921,,61.0
281,46,439.88,0.0
282,145,439.88,0.0
283,33,124.16,-5.0
284,146,124.16,-5.0
285,307,124.16,-5.0
286,906,124.16,-5.0
287,920,124.16,-5.0
288,147,408.46,76.0
289,148,102.78,86.0
290,149,,52.0
291,150,169.26,
292,575,169.26,
293,913,169.26,
294,151,,
295,271,,
296,558,,
297,152,267.53,60.0
298,153,,-5.0
299,154,,-5.0
300,352,,-5.0
301,155,421.24,
302,744,421.24,
303,156,-20.5,60.0
304,157,352.97,-5.0
305,768,352.97,-5.0
306,158,,97.0
307,204,,97.0
308,430,,97.0
309,718,,97.0
310,159,,
311,91,,75.0
312,160,,75.0
313,994,,75.0
314,161,,
315,162,464.08,
316,357,464.08,
317,434,464.08,
318,163,-20.5,76.0
319,164,70.33,26.0
320,165,,97.0
321,383,,97.0
322,166,,
323,167,,
324,168,-20.5,-5.0
325,240,-20.5,-5.0
326,56,-20.5,51.0
327,101,-20.5,51.0
328,169,-20.5,51.0
329,170,,2.0
330,245,,2.0
331,171,,
332,667,,
333,172,495.33,9.0
334,787,495.33,9.0
335,173,-20.5,
336,321,-20.5,
337,883,-20.5,
338,174,,
339,461,,
340,4,,-5.0
341,175,,-5.0
342,176,,-5.0
343,597,,-5.0
344,177,,99.0
345,812,,99.0
346,178,389.85,-5.0
347,363,389.85,-5.0
348,367,389.85,-5.0
349,731,389.85,-5.0
350,37,,
351,179,,
352,247,,
353,180,,-5.0
354,424,,-5.0
355,730,,-5.0
356,886,,-5.0
357,181,-20.5,
358,983,-20.5,
359,182,-20.5,
360,708,-20.5,
361,113,,
362,183,,
363,530,,
364,835,,
365,184,308.15,
366,337,308.15,
367,185,,39.0
368,410,,39.0
369,186,,-5.0
370,187,-20.5,95.0
371,291,-20.5,95.0
372,188,-20.5,-5.0
373,699,-20.5,-5.0
374,189,,68.0
375,190,,
376,501,,
377,191,,-5.0
378,686,,-5.0
379,192,,-5.0
380,872,,-5.0
381,944,,-5.0
382,105,,75.0
383,193,,75.0
384,290,,75.0
385,473,,75.0
386,194,,48.0
387,340,,48.0
388,195,-20.5,95.0
389,196,,-5.0
390,197,,-5.0
391,198,432.2,60.0
392,53,,-5.0
393,199,,-5.0
394,355,,-5.0
395,200,107.57,73.0
396,234,107.57,73.0
397,201,,97.0
398,202,-20.5,-5.0
399,203,,
400,158,-20.5,
401,204,-20.5,
402,430,-20.5,
403,718,-20.5,
404,205,55.33,-5.0
405,44,160.93,-5.0
406,206,160.93,-5.0
407,207,215.79,-5.0
408,419,215.79,-5.0
409,208,,
410,209,350.22,-5.0
411,631,350.22,-5.0
412,694,350.22,-5.0
413,210,-20.5,
414,68,365.13,-5.0
415,211,365.13,-5.0
416,749,365.13,-5.0
417,212,,74.0
418,990,,74.0
419,213,,45.0
420,214,,
421,875,,
422,66,,-5.0
423,215,,-5.0
424,622,,-5.0
425,216,118.45,-5.0
426,646,118.45,-5.0
427,766,118.45,-5.0
428,217,,
429,218,-20.5,-5.0
430,237,-20.5,-5.0
431,436,-20.5,-5.0
432,219,,
433,220,292.14,-5.0
434,221,,-5.0
435,697,,-5.0
436,222,,
437,223,,
438,224,,68.0
439,497,,68.0
440,786,,68.0
441,225,-20.5,-5.0
442,226,-20.5,
443,860,-20.5,
444,932,-20.5,
445,227,-20.5,
446,451,-20.5,
447,615,-20.5,
448,228,-20.5,35.0
449,229,-20.5,-5.0
450,388,-20.5,-5.0
451,230,125.04,30.0
452,231,-20.5,
453,232,,-5.0
454,319,,-5.0
455,233,-20.5,
456,200,,-5.0
457,234,,-5.0
458,235,-20.5,-5.0
459,238,-20.5,-5.0
460,458,-20.5,-5.0
461,778,-20.5,-5.0
462,788,-20.5,-5.0
463,236,-20.5,-5.0
464,382,-20.5,-5.0
465,548,-20.5,-5.0
466,869,-20.5,-5.0
467,218,,55.0
468,237,,55.0
469,436,,55.0
470,235,-20.5,
471,238,-20.5,
472,458,-20.5,
473,778,-20.5,
474,788,-20.5,
475,239,,91.0
476,242,,91.0
477,168,-20.5,46.0
478,240,-20.5,46.0
479,241,,20.0
480,239,,39.0
481,242,,39.0
482,243,55.95,-5.0
483,332,55.95,-5.0
484,244,,-5.0
485,467,,-5.0
486,170,,
487,245,,
488,246,,
489,37,-20.5,65.0
490,179,-20.5,65.0
491,247,-20.5,65.0
492,248,,80.0
493,249,,29.0
494,336,,29.0
495,531,,29.0
496,873,,29.0
497,250,-20.5,27.0
498,341,-20.5,27.0
499,538,-20.5,27.0
500,251,,59.0
501,57,,
502,252,,
503,523,,
504,253,-20.5,
505,254,,
506,441,,
507,867,,
508,255,-20.5,
509,669,-20.5,
510,256,,
511,582,,
512,257,,
513,258,,4.0
514,294,,4.0
515,259,,
516,260,60.11,-5.0
517,370,60.11,-5.0
518,763,60.11,-5.0
519,261,,-5.0
520,929,,-5.0
521,262,,
522,263,,12.0
523,264,,51.0
524,265,,-5.0
525,266,-20.5,-5.0
526,267,,
527,268,-20.5,-5.0
528,269,,
529,938,,
530,270,,-5.0
531,151,,89.0
532,271,,89.0
533,558,,89.0
534,133,-20.5,85.0
535,272,-20.5,85.0
536,528,-20.5,85.0
537,273,-20.5,-5.0
538,298,-20.5,-5.0
539,35,-20.5,-5.0
540,274,-20.5,-5.0
541,596,-20.5,-5.0
542,275,-20.5,100.0
543,522,-20.5,100.0
544,276,-20.5,-5.0
545,988,-20.5,-5.0
546,277,,
547,278,3.52,-5.0
548,279,,
549,346,,
550,280,,
551,281,402.54,-5.0
552,852,402.54,-5.0
553,282,487.36,-5.0
554,283,,
555,747,,
556,284,,
557,358,,
558,941,,
559,20,,28.0
560,285,,28.0
561,286,,-5.0
562,287,-20.5,
563,444,-20.5,
564,579,-20.5,
565,288,,
566,800,,
567,89,,-5.0
568,289,,-5.0
569,322,,-5.0
570,105,,-5.0
571,193,,-5.0
572,290,,-5.0
573,473,,-5.0
574,187,,8.0
575,291,,8.0
576,11,-20.5,-5.0
577,292,-20.5,-5.0
578,49,,89.0
579,293,,89.0
580,570,,89.0
581,258,,54.0
582,294,,54.0
583,104,,5.0
584,295,,5.0
585,296,,1.0
586,297,-20.5,48.0
587,273,-20.5,-5.0
588,298,-20.5,-5.0
589,299,339.52,-5.0
590,300,,-5.0
591,140,,
592,301,,
593,302,180.86,
594,806,180.86,
595,303,89.77,-5.0
596,304,326.44,-5.0
597,305,,-5.0
598,306,,
599,431,,
600,33,-20.5,7.0
601,146,-20.5,7.0
602,307,-20.5,7.0
603,906,-20.5,7.0
604,920,-20.5,7.0
605,308,365.03,38.0
606,957,365.03,38.0
607,309,,61.0
608,328,,61.0
609,985,,61.0
610,310,-20.5,95.0
611,311,320.02,34.0
612,312,,
613,409,,
614,313,,
615,314,336.0,-5.0
616,315,,
617,657,,
618,678,,
619,960,,
620,81,,53.0
621,316,,53.0
622,317,,80.0
623,318,-20.5,-5.0
624,232,461.99,88.0
625,319,461.99,88.0
626,320,-20.5,-5.0
627,366,-20.5,-5.0
628,909,-20.5,-5.0
629,173,,-5.0
630,321,,-5.0
631,883,,-5.0
632,89,,
633,289,,
634,322,,
635,323,,82.0
636,324,-20.5,
637,325,,-5.0
638,326,,87.0
639,327,-20.5,
640,309,,
641,328,,
642,985,,
643,329,-20.5,76.0
644,839,-20.5,76.0
645,330,,
646,480,,
647,557,,
648,640,,
649,331,,-5.0
650,243,,-5.0
651,332,,-5.0
652,333,-20.5,15.0
653,659,-20.5,15.0
654,334,,
655,743,,
656,335,-20.5,33.0
657,858,-20.5,33.0
658,249,-20.5,
659,336,-20.5,
660,531,-20.5,
661,873,-20.5,
662,184,,70.0
663,337,,70.0
664,338,-20.5,61.0
665,339,27.7,-5.0
666,621,27.7,-5.0
667,194,-20.5,27.0
668,340,-20.5,27.0
669,250,,-5.0
670,341,,-5.0
671,538,,-5.0
672,342,,
673,343,-20.5,-5.0
674,680,-20.5,-5.0
675,914,-20.5,-5.0
676,344,,65.0
677,374,,65.0
678,345,338.5,-5.0
679,279,,-5.0
680,346,,-5.0
681,347,,
682,536,,
683,635,,
684,671,,
685,348,180.82,
686,876,180.82,
687,75,,-5.0
688,349,,-5.0
689,885,,-5.0
690,350,404.37,-5.0
691,17,,-5.0
692,351,,-5.0
693,154,174.65,
694,352,174.65,
695,353,367.3,-5.0
696,354,-20.5,-5.0
697,748,-20.5,-5.0
698,53,-20.5,-5.0
699,199,-20.5,-5.0
700,355,-20.5,-5.0
701,356,409.29,-5.0
702,162,366.21,-5.0
703,357,366.21,-5.0
704,434,366.21,-5.0
705,284,,
706,358,,
707,941,,
708,359,,-5.0
709,360,,52.0
710,114,-20.5,
711,361,-20.5,
712,362,263.32,30.0
713,178,,
714,363,,
715,367,,
716,731,,
717,364,,14.0
718,617,,14.0
719,775,,14.0
720,365,,95.0
721,320,-20.5,23.0
722,366,-20.5,23.0
723,909,-20.5,23.0
724,178,-20.5,31.0
725,363,-20.5,31.0
726,367,-20.5,31.0
727,731,-20.5,31.0
728,368,,28.0
729,450,,28.0
730,848,,28.0
731,369,464.09,8.0
732,677,464.09,8.0
733,260,,
734,370,,
735,763,,
736,371,156.54,-5.0
737,641,156.54,-5.0
738,128,,-5.0
739,372,,-5.0
740,373,,73.0
741,344,,69.0
742,374,,69.0
743,375,,66.0
744,376,-20.5,-5.0
745,625,-20.5,-5.0
746,377,,-5.0
747,764,,-5.0
748,378,-20.5,
749,593,-20.5,
750,379,347.75,97.0
751,712,347.75,97.0
752,802,347.75,97.0
753,380,,
754,381,,-5.0
755,572,,-5.0
756,236,,-5.0
757,382,,-5.0
758,548,,-5.0
759,869,,-5.0
760,165,83.97,
761,383,83.97,
762,384,-20.5,31.0
763,598,-20.5,31.0
764,604,-20.5,31.0
765,660,-20.5,31.0
766,78,,-5.0
767,385,,-5.0
768,643,,-5.0
769,386,,54.0
770,387,-20.5,18.0
771,229,388.46,
772,388,388.46,
773,389,,
774,390,-20.5,-5.0
775,391,,
776,392,,-5.0
777,943,,-5.0
778,393,328.69,
779,394,78.58,50.0
780,721,78.58,50.0
781,395,,
782,642,,
783,396,-20.5,-5.0
784,438,-20.5,-5.0
785,397,102.7,
786,606,102.7,
787,398,,100.0
788,399,-20.5,-5.0
789,637,-20.5,-5.0
790,52,,-5.0
791,144,,-5.0
792,400,,-5.0
793,668,,-5.0
794,921,,-5.0
795,50,-20.5,-5.0
796,401,-20.5,-5.0
797,402,217.65,-5.0
798,618,217.65,-5.0
799,403,223.38,
800,404,,47.0
801,498,,47.0
802,405,-20.5,
803,12,25.31,
804,15,25.31,
805,406,25.31,
806,407,,-5.0
807,529,,-5.0
808,855,,-5.0
809,408,-20.5,-5.0
810,770,-20.5,-5.0
811,312,,
812,409,,
813,185,312.19,89.0
814,410,312.19,89.0
815,411,-20.5,
816,429,-20.5,
817,412,,
818,18,-20.5,
819,413,-20.5,
820,414,,82.0
821,415,331.69,73.0
822,750,331.69,73.0
823,416,-20.5,43.0
824,490,-20.5,43.0
825,896,-20.5,43.0
826,417,,
827,418,126.49,40.0
828,696,126.49,40.0
829,207,-20.5,-5.0
830,419,-20.5,-5.0
831,420,,-5.0
832,719,,-5.0
833,421,,
834,422,379.4,-5.0
835,423,,
836,180,212.87,58.0
837,424,212.87,58.0
838,730,212.87,58.0
839,886,212.87,58.0
840,425,,58.0
841,469,,58.0
842,426,,
843,542,,
844,427,,
845,428,,95.0
846,411,-20.5,69.0
847,429,-20.5,69.0
848,158,,-5.0
849,204,,-5.0
850,430,,-5.0
851,718,,-5.0
852,306,,-5.0
853,431,,-5.0
854,432,100.56,
855,533,100.56,
856,121,,5.0
857,433,,5.0
858,601,,5.0
859,162,-20.5,-5.0
860,357,-20.5,-5.0
861,434,-20.5,-5.0
862,435,-20.5,7.0
863,218,-20.5,78.0
864,237,-20.5,78.0
865,436,-20.5,78.0
866,437,,
867,396,,
868,438,,
869,439,133.77,-5.0
870,440,,-5.0
871,254,-20.5,
872,441,-20.5,
873,867,-20.5,
874,442,-20.5,
875,459,-20.5,
876,561,-20.5,
877,630,-20.5,
878,443,,74.0
879,287,,59.0
880,444,,59.0
881,579,,59.0
882,74,-20.5,
883,445,-20.5,
884,446,-20.5,
885,884,-20.5,
886,138,18.93,59.0
887,447,18.93,59.0
888,681,18.93,59.0
889,448,,
890,771,,
891,84,47.9,-5.0
892,449,47.9,-5.0
893,612,47.9,-5.0
894,368,,-5.0
895,450,,-5.0
896,848,,-5.0
897,227,19.84,
898,451,19.84,
899,615,19.84,
900,452,-20.5,-5.0
901,453,,
902,454,,-5.0
903,455,410.9,
904,456,,56.0
905,880,,56.0
906,887,,56.0
907,116,,-5.0
908,457,,-5.0
909,235,-20.5,
910,238,-20.5,
911,458,-20.5,
912,778,-20.5,
913,788,-20.5,
914,442,-20.5,34.0
915,459,-20.5,34.0
916,561,-20.5,34.0
917,630,-20.5,34.0
918,460,59.61,
919,174,,-5.0
920,461,,-5.0
921,462,,-5.0
922,463,-20.5,
923,857,-20.5,
924,464,453.91,5.0
925,470,453.91,5.0
926,465,-20.5,
927,716,-20.5,
928,773,-20.5,
929,466,-20.5,
930,244,146.77,5.0
931,467,146.77,5.0
932,468,450.53,-5.0
933,425,-20.5,84.0
934,469,-20.5,84.0
935,464,,52.0
936,470,,52.0
937,471,,-5.0
938,472,29.9,-5.0
939,105,113.41,-5.0
940,193,113.41,-5.0
941,290,113.41,-5.0
942,473,113.41,-5.0
943,474,,-5.0
944,673,,-5.0
945,475,-20.5,-5.0
946,476,,51.0
947,477,-20.5,
948,478,461.19,
949,479,,-5.0
950,658,,-5.0
951,330,,-5.0
952,480,,-5.0
953,557,,-5.0
954,640,,-5.0
955,481,,-5.0
956,633,,-5.0
957,688,,-5.0
958,482,-20.5,-5.0
959,562,-20.5,-5.0
960,483,,-5.0
961,808,,-5.0
962,484,-20.5,-5.0
963,79,,
964,485,,
965,486,,-5.0
966,602,,-5.0
967,487,31.64,-5.0
968,503,31.64,-5.0
969,600,31.64,-5.0
970,488,,72.0
971,489,,-5.0
972,541,,-5.0
973,416,327.86,-5.0
974,490,327.86,-5.0
975,896,327.86,-5.0
976,491,290.67,
977,492,-20.5,47.0
978,629,-20.5,47.0
979,851,-20.5,47.0
980,493,-20.5,19.0
981,494,,40.0
982,891,,40.0
983,495,,-5.0
984,556,,-5.0
985,496,,
986,656,,
987,753,,
988,224,400.52,
989,497,400.52,
990,786,400.52,
991,404,,-5.0
992,498,,-5.0
993,499,,49.0
994,500,,
995,190,,-5.0
996,501,,-5.0
997,23,-20.5,85.0
998,502,-20.5,85.0
999,487,,90.0
1000,503,,90.0
1001,600,,90.0
1002,504,,-5.0
1003,505,,
1004,506,450.71,94.0
1005,507,,-5.0
1006,508,,-5.0
1007,571,,-5.0
1008,585,,-5.0
1009,509,,
1010,984,,
1011,510,,39.0
1012,511,,-5.0
1013,512,65.34,-5.0
1014,809,65.34,-5.0
1015,903,65.34,-5.0
1016,513,,-5.0
1017,751,,-5.0
1018,514,,-5.0
1019,515,,43.0
1020,516,318.94,-5.0
1021,785,318.94,-5.0
1022,517,,
1023,720,,
1024,918,,
1025,956,,
1026,518,-20.5,-5.0
1027,519,,
1028,611,,
1029,520,-20.5,14.0
1030,590,-20.5,14.0
1031,734,-20.5,14.0
1032,834,-20.5,14.0
1033,978,-20.5,14.0
1034,67,,-5.0
1035,521,,-5.0
1036,275,,-5.0
1037,522,,-5.0
1038,57,,-5.0
1039,252,,-5.0
1040,523,,-5.0
1041,97,,
1042,524,,
1043,22,102.71,
1044,525,102.71,
1045,526,,
1046,527,494.8,70.0
1047,933,494.8,70.0
1048,133,323.3,94.0
1049,272,323.3,94.0
1050,528,323.3,94.0
1051,407,,55.0
1052,529,,55.0
1053,855,,55.0
1054,113,195.97,67.0
1055,183,195.97,67.0
1056,530,195.97,67.0
1057,835,195.97,67.0
1058,249,,40.0
1059,336,,40.0
1060,531,,40.0
1061,873,,40.0
1062,6,,
1063,532,,
1064,432,,-5.0
1065,533,,-5.0
1066,27,-20.5,
1067,106,-20.5,
1068,534,-20.5,
1069,535,,
1070,347,-20.5,87.0
1071,536,-20.5,87.0
1072,635,-20.5,87.0
1073,671,-20.5,87.0
1074,537,,-5.0
1075,250,318.42,-5.0
1076,341,318.42,-5.0
1077,538,318.42,-5.0
1078,539,-20.5,-5.0
1079,540,,-5.0
1080,489,,21.0
1081,541,,21.0
1082,426,352.87,
1083,542,352.87,
1084,543,,98.0
1085,937,,98.0
1086,544,,-5.0
1087,545,,-5.0
1088,134,-20.5,0.0
1089,546,-20.5,0.0
1090,547,,34.0
1091,661,,34.0
1092,236,,-5.0
1093,382,,-5.0
1094,548,,-5.0
1095,869,,-5.0
1096,549,,65.0
1097,550,126.34,51.0
1098,583,126.34,51.0
1099,551,316.64,-5.0
1100,958,316.64,-5.0
1101,552,,
1102,553,,
1103,554,,
1104,807,,
1105,555,,9.0
1106,495,,
1107,556,,
1108,330,,-5.0
1109,480,,-5.0
1110,557,,-5.0
1111,640,,-5.0
1112,151,109.51,100.0
1113,271,109.51,100.0
1114,558,109.51,100.0
1115,103,,
1116,559,,
1117,560,194.07,
1118,442,-20.5,
1119,459,-20.5,
1120,561,-20.5,
1121,630,-20.5,
1122,482,70.97,47.0
1123,562,70.97,47.0
1124,563,-20.5,6.0
1125,564,-20.5,26.0
1126,565,-20.5,-5.0
1127,566,77.02,
1128,735,77.02,
1129,567,-20.5,
1130,752,-20.5,
1131,117,258.42,
1132,568,258.42,
1133,864,258.42,
1134,569,-20.5,-5.0
1135,49,,
1136,293,,
1137,570,,
1138,508,223.71,97.0
1139,571,223.71,97.0
1140,585,223.71,97.0
1141,381,,-5.0
1142,572,,-5.0
1143,573,,-5.0
1144,856,,-5.0
1145,574,17.74,-5.0
1146,150,282.25,-5.0
1147,575,282.25,-5.0
1148,913,282.25,-5.0
1149,576,46.6,3.0
1150,922,46.6,3.0
1151,948,46.6,3.0
1152,577,,
1153,663,,
1154,767,,
1155,828,,
1156,578,-20.5,-5.0
1157,863,-20.5,-5.0
1158,287,,
1159,444,,
1160,579,,
1161,580,,-5.0
1162,728,,-5.0
1163,581,-20.5,
1164,733,-20.5,
1165,256,,
1166,582,,
1167,550,-20.5,46.0
1168,583,-20.5,46.0
1169,584,-20.5,-5.0
1170,508,-20.5,23.0
1171,571,-20.5,23.0
1172,585,-20.5,23.0
1173,586,,
1174,737,,
1175,587,215.75,
1176,588,,
1177,589,-20.5,30.0
1178,870,-20.5,30.0
1179,520,-20.5,12.0
1180,590,-20.5,12.0
1181,734,-20.5,12.0
1182,834,-20.5,12.0
1183,978,-20.5,12.0
1184,591,319.83,
1185,949,319.83,
1186,592,286.73,65.0
1187,895,286.73,65.0
1188,378,480.05,-5.0
1189,593,480.05,-5.0
1190,594,,-5.0
1191,595,-20.5,-5.0
1192,35,,
1193,274,,
1194,596,,
1195,176,-20.5,
1196,597,-20.5,
1197,384,,20.0
1198,598,,20.0
1199,604,,20.0
1200,660,,20.0
1201,599,,
1202,999,,
1203,487,,-5.0
1204,503,,-5.0
1205,600,,-5.0
1206,121,318.93,
1207,433,318.93,
1208,601,318.93,
1209,486,,-5.0
1210,602,,-5.0
1211,603,492.42,53.0
1212,950,492.42,53.0
1213,384,-20.5,
1214,598,-20.5,
1215,604,-20.5,
1216,660,-20.5,
1217,605,,-5.0
1218,397,437.54,
1219,606,437.54,
1220,607,7.07,
1221,924,7.07,
1222,608,-20.5,-5.0
1223,609,,-5.0
1224,868,,-5.0
1225,610,,7.0
1226,976,,7.0
1227,519,69.5,
1228,611,69.5,
1229,84,,-5.0
1230,449,,-5.0
1231,612,,-5.0
1232,613,,
1233,614,298.75,-5.0
1234,227,,47.0
1235,451,,47.0
1236,615,,47.0
1237,616,,64.0
1238,672,,64.0
1239,769,,64.0
1240,364,,91.0
1241,617,,91.0
1242,775,,91.0
1243,402,,22.0
1244,618,,22.0
1245,619,34.21,52.0
1246,874,34.21,52.0
1247,48,366.83,
1248,118,366.83,
1249,620,366.83,
1250,339,90.05,
1251,621,90.05,
1252,66,229.46,-5.0
1253,215,229.46,-5.0
1254,622,229.46,-5.0
1255,623,,92.0
1256,624,,51.0
1257,376,-20.5,
1258,625,-20.5,
1259,626,-20.5,-5.0
1260,805,-20.5,-5.0
1261,627,,-5.0
1262,628,-20.5,-5.0
1263,492,,
1264,629,,
1265,851,,
1266,442,,33.0
1267,459,,33.0
1268,561,,33.0
1269,630,,33.0
1270,209,,
1271,631,,
1272,694,,
1273,632,444.38,97.0
1274,481,220.41,50.0
1275,633,220.41,50.0
1276,688,220.41,50.0
1277,634,-20.5,
1278,347,,-5.0
1279,536,,-5.0
1280,635,,-5.0
1281,671,,-5.0
1282,636,27.84,2.0
1283,399,309.53,65.0
1284,637,309.53,65.0
1285,638,,-5.0
1286,639,,
1287,330,408.17,
1288,480,408.17,
1289,557,408.17,
1290,640,408.17,
1291,371,-20.5,
1292,641,-20.5,
1293,395,,-5.0
1294,642,,-5.0
1295,78,113.27,
1296,385,113.27,
1297,643,113.27,
1298,129,72.12,
1299,644,72.12,
1300,645,,4.0
1301,820,,4.0
1302,216,15.65,-5.0
1303,646,15.65,-5.0
1304,766,15.65,-5.0
1305,647,-20.5,81.0
1306,648,-20.5,
1307,649,,90.0
1308,139,,-5.0
1309,650,,-5.0
1310,964,,-5.0
1311,7,,
1312,651,,
1313,652,,36.0
1314,945,,36.0
1315,653,,
1316,790,,
1317,654,,-5.0
1318,784,,-5.0
1319,655,,7.0
1320,862,,7.0
1321,496,-20.5,53.0
1322,656,-20.5,53.0
1323,753,-20.5,53.0
1324,315,365.13,-5.0
1325,657,365.13,-5.0
1326,678,365.13,-5.0
1327,960,365.13,-5.0
1328,479,-20.5,54.0
1329,658,-20.5,54.0
1330,333,,
1331,659,,
1332,384,-20.5,-5.0
1333,598,-20.5,-5.0
1334,604,-20.5,-5.0
1335,660,-20.5,-5.0
1336,547,-20.5,
1337,661,-20.5,
1338,662,428.93,-5.0
1339,729,428.93,-5.0
1340,577,,-5.0
1341,663,,-5.0
1342,767,,-5.0
1343,828,,-5.0
1344,664,-20.5,11.0
1345,665,,33.0
1346,666,,-5.0
1347,755,,-5.0
1348,171,,-5.0
1349,667,,-5.0
1350,52,,-5.0
1351,144,,-5.0
