}{sale_id,product_id,category_id,supplier_id,date_id,Quantity,Price,total_amount
157,316,5,2,1,60,262.82,15769.2
157,316,5,2,4,60,262.82,15769.2
158,82,3,1,1,0,226.77,0.0
158,82,3,1,4,0,226.77,0.0
159,83,5,4,37,93,483.11,44929.23
160,84,4,2,38,2,225.18,450.36
161,449,4,5,1,2,225.18,450.36
161,449,4,5,4,2,225.18,450.36
162,612,5,4,195,2,262.82,525.64
163,85,3,1,1,0,226.77,0.0
163,85,3,1,4,0,226.77,0.0
164,86,2,4,39,0,233.44,0.0
165,87,5,5,1,89,262.82,23390.98
165,87,5,5,4,89,262.82,23390.98
166,88,5,5,1,0,351.48,0.0
166,88,5,5,4,0,351.48,0.0
167,89,2,,40,0,233.44,0.0
168,289,2,5,1,0,233.44,0.0
168,289,2,5,4,0,233.44,0.0
169,322,5,4,1,0,262.82,0.0
169,322,5,4,4,0,262.82,0.0
170,90,2,5,41,67,233.44,15640.48
171,91,2,5,1,0,233.44,0.0
171,91,2,5,4,0,233.44,0.0
172,160,1,4,1,0,257.31,0.0
172,160,1,4,4,0,257.31,0.0
173,994,3,5,1,0,226.77,0.0
173,994,3,5,4,0,226.77,0.0
174,92,4,1,1,0,188.09,0.0
174,92,4,1,4,0,188.09,0.0
175,98,3,2,42,0,188.09,0.0
176,676,3,1,223,0,188.09,0.0
177,93,2,4,1,10,120.48,1204.8
177,93,2,4,4,10,120.48,1204.8
178,94,3,,1,86,226.77,19502.22
178,94,3,,4,86,226.77,19502.22
179,95,4,2,1,47,225.18,10583.46
179,95,4,2,4,47,225.18,10583.46
180,96,3,,1,0,406.22,0.0
180,96,3,,4,0,406.22,0.0
181,97,1,2,1,0,257.31,0.0
181,97,1,2,4,0,257.31,0.0
182,524,1,2,1,0,257.31,0.0
182,524,1,2,4,0,257.31,0.0
183,92,4,1,1,55,225.18,12384.9
183,92,4,1,4,55,225.18,12384.9
184,98,3,2,42,55,226.77,12472.35
185,676,3,1,223,55,226.77,12472.35
186,99,2,5,1,0,233.44,0.0
186,99,2,5,4,0,233.44,0.0
187,100,4,1,1,16,225.18,3602.88
187,100,4,1,4,16,225.18,3602.88
188,56,2,4,1,60,233.44,14006.4
188,56,2,4,4,60,233.44,14006.4
189,101,1,,1,60,257.31,15438.6
189,101,1,,4,60,257.31,15438.6
190,169,3,2,1,60,226.77,13606.2
190,169,3,2,4,60,226.77,13606.2
191,102,3,5,1,0,226.77,0.0
191,102,3,5,4,0,226.77,0.0
192,103,2,5,1,50,233.44,11672.0
192,103,2,5,4,50,233.44,11672.0
193,559,3,,181,50,226.77,11338.5
194,104,3,4,1,72,296.01,21312.72
194,104,3,4,4,72,296.01,21312.72
195,295,5,5,1,72,296.01,21312.72
195,295,5,5,4,72,296.01,21312.72
196,105,4,1,1,0,225.18,0.0
196,105,4,1,4,0,225.18,0.0
197,193,3,,1,0,226.77,0.0
197,193,3,,4,0,226.77,0.0
198,290,5,,94,0,262.82,0.0
199,473,1,,157,0,257.31,0.0
200,27,2,1,1,0,233.44,0.0
200,27,2,1,4,0,233.44,0.0
201,106,1,5,43,0,257.31,0.0
202,534,4,1,1,0,225.18,0.0
202,534,4,1,4,0,225.18,0.0
203,107,2,,1,0,233.44,0.0
203,107,2,,4,0,233.44,0.0
204,108,5,5,1,0,262.82,0.0
204,108,5,5,4,0,262.82,0.0
205,901,2,,1,0,233.44,0.0
205,901,2,,4,0,233.44,0.0
206,109,2,5,1,0,233.44,0.0
206,109,2,5,4,0,233.44,0.0
207,762,3,2,1,0,226.77,0.0
207,762,3,2,4,0,226.77,0.0
208,110,1,4,44,83,388.34,32232.22
209,934,1,,1,83,388.34,32232.22
209,934,1,,4,83,388.34,32232.22
210,111,5,2,1,12,262.82,3153.84
210,111,5,2,4,12,262.82,3153.84
211,112,3,4,1,0,13.64,0.0
211,112,3,4,4,0,13.64,0.0
212,113,2,2,45,0,233.44,0.0
213,183,2,2,1,0,233.44,0.0
213,183,2,2,4,0,233.44,0.0
214,530,1,,1,0,257.31,0.0
214,530,1,,4,0,257.31,0.0
215,835,2,5,280,0,233.44,0.0
216,114,4,4,46,0,225.18,0.0
217,361,1,1,1,0,257.31,0.0
217,361,1,1,4,0,257.31,0.0
218,115,3,2,1,0,226.77,0.0
218,115,3,2,4,0,226.77,0.0
219,116,1,2,1,0,257.31,0.0
219,116,1,2,4,0,257.31,0.0
220,457,2,5,1,0,233.44,0.0
220,457,2,5,4,0,233.44,0.0
221,117,3,4,47,0,226.77,0.0
222,568,4,,69,0,225.18,0.0
223,864,4,2,40,0,225.18,0.0
224,48,4,1,1,0,225.18,0.0
224,48,4,1,4,0,225.18,0.0
225,118,3,,48,0,226.77,0.0
226,620,4,1,1,0,225.18,0.0
226,620,4,1,4,0,225.18,0.0
227,119,3,4,1,70,226.77,15873.9
227,119,3,4,4,70,226.77,15873.9
228,120,5,1,49,0,262.82,0.0
229,121,5,2,1,0,262.82,0.0
229,121,5,2,4,0,262.82,0.0
230,433,2,2,1,0,233.44,0.0
230,433,2,2,4,0,233.44,0.0
231,601,3,2,1,0,226.77,0.0
231,601,3,2,4,0,226.77,0.0
232,122,1,,1,26,257.31,6690.06
232,122,1,,4,26,257.31,6690.06
233,123,2,,1,0,233.44,0.0
233,123,2,,4,0,233.44,0.0
234,982,1,1,1,0,257.31,0.0
234,982,1,1,4,0,257.31,0.0
235,124,1,1,1,82,257.31,21099.42
235,124,1,1,4,82,257.31,21099.42
236,125,5,1,1,0,262.82,0.0
236,125,5,1,4,0,262.82,0.0
237,799,1,5,269,0,257.31,0.0
238,917,1,4,305,0,257.31,0.0
239,126,4,,1,0,225.18,0.0
239,126,4,,4,0,225.18,0.0
240,127,2,1,1,0,182.6,0.0
240,127,2,1,4,0,182.6,0.0
241,974,2,2,1,0,182.6,0.0
241,974,2,2,4,0,182.6,0.0
242,128,3,2,1,0,226.77,0.0
242,128,3,2,4,0,226.77,0.0
243,372,3,1,1,0,226.77,0.0
243,372,3,1,4,0,226.77,0.0
244,129,2,4,1,0,160.0,0.0
244,129,2,4,4,0,160.0,0.0
245,644,1,,210,0,160.0,0.0
246,130,4,2,1,0,225.18,0.0
246,130,4,2,4,0,225.18,0.0
247,871,3,,1,0,226.77,0.0
247,871,3,,4,0,226.77,0.0
248,131,1,2,1,90,257.31,23157.9
248,131,1,2,4,90,257.31,23157.9
249,132,5,2,1,0,262.82,0.0
249,132,5,2,4,0,262.82,0.0
250,133,2,5,1,0,12.03,0.0
250,133,2,5,4,0,12.03,0.0
251,272,2,,1,0,12.03,0.0
251,272,2,,4,0,12.03,0.0
252,528,4,5,1,0,12.03,0.0
252,528,4,5,4,0,12.03,0.0
253,134,2,4,1,0,233.44,0.0
253,134,2,4,4,0,233.44,0.0
254,546,4,4,1,0,225.18,0.0
254,546,4,4,4,0,225.18,0.0
255,135,5,1,1,85,262.82,22339.7
255,135,5,1,4,85,262.82,22339.7
256,902,1,2,1,85,257.31,21871.35
256,902,1,2,4,85,257.31,21871.35
257,136,4,,50,0,225.18,0.0
258,137,3,2,1,0,226.77,0.0
258,137,3,2,4,0,226.77,0.0
259,724,2,2,236,0,233.44,0.0
260,138,3,2,51,0,226.77,0.0
261,447,4,2,1,0,225.18,0.0
261,447,4,2,4,0,225.18,0.0
262,681,2,2,1,0,233.44,0.0
262,681,2,2,4,0,233.44,0.0
263,139,3,,52,0,226.77,0.0
264,650,2,5,1,0,233.44,0.0
264,650,2,5,4,0,233.44,0.0
265,964,5,5,323,0,262.82,0.0
266,140,3,2,53,71,161.38,11457.98
267,301,4,1,1,71,161.38,11457.98
267,301,4,1,4,71,161.38,11457.98
268,141,3,4,1,0,226.77,0.0
268,141,3,4,4,0,226.77,0.0
269,993,1,5,331,0,257.31,0.0
270,142,5,4,1,0,262.82,0.0
270,142,5,4,4,0,262.82,0.0
271,725,3,2,237,0,226.77,0.0
272,742,3,,245,0,226.77,0.0
273,143,2,2,1,0,102.88,0.0
273,143,2,2,4,0,102.88,0.0
274,923,3,2,1,0,102.88,0.0
274,923,3,2,4,0,102.88,0.0
275,970,1,4,327,0,102.88,0.0
276,52,2,1,1,61,233.44,14239.84
276,52,2,1,4,61,233.44,14239.84
277,144,1,2,54,61,257.31,15695.91
278,400,5,5,1,61,262.82,16032.02
278,400,5,5,4,61,262.82,16032.02
279,668,4,,221,61,225.18,13735.98
280,921,4,5,1,61,225.18,13735.98
280,921,4,5,4,61,225.18,13735.98
281,46,1,2,1,0,439.88,0.0
281,46,1,2,4,0,439.88,0.0
282,145,1,2,55,0,439.88,0.0
283,33,5,4,1,0,124.16,0.0
283,33,5,4,4,0,124.16,0.0
284,146,2,1,1,0,124.16,0.0
284,146,2,1,4,0,124.16,0.0
285,307,3,4,1,0,124.16,0.0
285,307,3,4,4,0,124.16,0.0
286,906,1,2,1,0,124.16,0.0
286,906,1,2,4,0,124.16,0.0
287,920,1,4,1,0,124.16,0.0
287,920,1,4,4,0,124.16,0.0
288,147,5,5,56,76,408.46,31042.96
289,148,3,2,1,86,102.78,8839.08
289,148,3,2,4,86,102.78,8839.08
290,149,4,1,57,52,225.18,11709.36
291,150,4,4,1,0,169.26,0.0
291,150,4,4,4,0,169.26,0.0
292,575,4,4,1,0,169.26,0.0
292,575,4,4,4,0,169.26,0.0
293,913,5,5,304,0,169.26,0.0
294,151,4,1,1,0,225.18,0.0
294,151,4,1,4,0,225.18,0.0
295,271,1,1,88,0,257.31,0.0
296,558,2,1,1,0,233.44,0.0
296,558,2,1,4,0,233.44,0.0
297,152,2,5,58,60,267.53,16051.8
298,153,3,1,1,0,226.77,0.0
298,153,3,1,4,0,226.77,0.0
299,154,2,,1,0,233.44,0.0
299,154,2,,4,0,233.44,0.0
300,352,5,2,114,0,262.82,0.0
301,155,4,,1,0,421.24,0.0
301,155,4,,4,0,421.24,0.0
302,744,5,1,246,0,421.24,0.0
303,156,4,5,1,60,225.18,13510.8
303,156,4,5,4,60,225.18,13510.8
304,157,4,5,1,0,352.97,0.0
304,157,4,5,4,0,352.97,0.0
305,768,4,4,256,0,352.97,0.0
306,158,1,2,1,97,257.31,24959.07
306,158,1,2,4,97,257.31,24959.07
307,204,1,,1,97,257.31,24959.07
307,204,1,,4,97,257.31,24959.07
308,430,3,5,143,97,226.77,21996.69
309,718,4,1,1,97,225.18,21842.46
309,718,4,1,4,97,225.18,21842.46
310,159,1,4,1,0,257.31,0.0
310,159,1,4,4,0,257.31,0.0
311,91,2,5,1,75,233.44,17508.0
311,91,2,5,4,75,233.44,17508.0
312,160,1,4,1,75,257.31,19298.25
312,160,1,4,4,75,257.31,19298.25
313,994,3,5,1,75,226.77,17007.75
313,994,3,5,4,75,226.77,17007.75
314,161,3,1,1,0,226.77,0.0
314,161,3,1,4,0,226.77,0.0
315,162,1,5,1,0,464.08,0.0
315,162,1,5,4,0,464.08,0.0
316,357,2,5,1,0,464.08,0.0
316,357,2,5,4,0,464.08,0.0
317,434,3,,1,0,464.08,0.0
317,434,3,,4,0,464.08,0.0
318,163,4,5,1,76,225.18,17113.68
318,163,4,5,4,76,225.18,17113.68
319,164,3,2,1,26,70.33,1828.58
319,164,3,2,4,26,70.33,1828.58
320,165,2,5,59,97,233.44,22643.68
321,383,3,5,125,97,226.77,21996.69
322,166,2,,1,0,233.44,0.0
322,166,2,,4,0,233.44,0.0
323,167,5,1,60,0,262.82,0.0
324,168,3,2,61,0,226.77,0.0
325,240,4,1,82,0,225.18,0.0
326,56,2,4,1,51,233.44,11905.44
326,56,2,4,4,51,233.44,11905.44
327,101,1,,1,51,257.31,13122.81
327,101,1,,4,51,257.31,13122.81
328,169,3,2,1,51,226.77,11565.27
328,169,3,2,4,51,226.77,11565.27
329,170,5,4,1,2,262.82,525.64
329,170,5,4,4,2,262.82,525.64
330,245,1,4,1,2,257.31,514.62
330,245,1,4,4,2,257.31,514.62
331,171,4,2,1,0,225.18,0.0
331,171,4,2,4,0,225.18,0.0
332,667,4,5,220,0,225.18,0.0
333,172,5,1,1,9,495.33,4457.97
333,172,5,1,4,9,495.33,4457.97
334,787,1,4,261,9,495.33,4457.97
335,173,2,5,62,0,233.44,0.0
336,321,5,2,1,0,262.82,0.0
336,321,5,2,4,0,262.82,0.0
337,883,3,2,1,0,226.77,0.0
337,883,3,2,4,0,226.77,0.0
338,174,4,1,1,0,225.18,0.0
338,174,4,1,4,0,225.18,0.0
339,461,4,2,1,0,225.18,0.0
339,461,4,2,4,0,225.18,0.0
340,4,2,2,1,0,233.44,0.0
340,4,2,2,4,0,233.44,0.0
341,175,5,2,1,0,262.82,0.0
341,175,5,2,4,0,262.82,0.0
342,176,2,4,1,0,233.44,0.0
342,176,2,4,4,0,233.44,0.0
343,597,3,,1,0,226.77,0.0
343,597,3,,4,0,226.77,0.0
344,177,2,2,1,99,233.44,23110.56
344,177,2,2,4,99,233.44,23110.56
345,812,2,,134,99,233.44,23110.56
346,178,5,,1,0,389.85,0.0
346,178,5,,4,0,389.85,0.0
347,363,2,1,1,0,389.85,0.0
347,363,2,1,4,0,389.85,0.0
348,367,1,5,120,0,389.85,0.0
349,731,4,,240,0,389.85,0.0
350,37,5,4,19,0,262.82,0.0
351,179,5,1,1,0,262.82,0.0
351,179,5,1,4,0,262.82,0.0
352,247,5,4,1,0,262.82,0.0
352,247,5,4,4,0,262.82,0.0
353,180,3,5,1,0,226.77,0.0
353,180,3,5,4,0,226.77,0.0
354,424,1,,141,0,257.31,0.0
355,730,4,4,1,0,225.18,0.0
355,730,4,4,4,0,225.18,0.0
356,886,5,1,295,0,262.82,0.0
357,181,5,,1,0,262.82,0.0
357,181,5,,4,0,262.82,0.0
358,983,2,4,1,0,233.44,0.0
358,983,2,4,4,0,233.44,0.0
359,182,4,2,1,0,225.18,0.0
359,182,4,2,4,0,225.18,0.0
360,708,2,,231,0,233.44,0.0
361,113,2,2,45,0,233.44,0.0
362,183,2,2,1,0,233.44,0.0
362,183,2,2,4,0,233.44,0.0
363,530,1,,1,0,257.31,0.0
363,530,1,,4,0,257.31,0.0
364,835,2,5,280,0,233.44,0.0
365,184,1,1,63,0,308.15,0.0
366,337,4,4,1,0,308.15,0.0
366,337,4,4,4,0,308.15,0.0
367,185,2,4,1,39,233.44,9104.16
367,185,2,4,4,39,233.44,9104.16
368,410,1,1,1,39,257.31,10035.09
368,410,1,1,4,39,257.31,10035.09
369,186,4,2,1,0,225.18,0.0
369,186,4,2,4,0,225.18,0.0
370,187,1,1,1,95,257.31,24444.45
370,187,1,1,4,95,257.31,24444.45
371,291,5,5,1,95,262.82,24967.9
371,291,5,5,4,95,262.82,24967.9
372,188,2,2,1,0,233.44,0.0
372,188,2,2,4,0,233.44,0.0
373,699,4,4,1,0,225.18,0.0
373,699,4,4,4,0,225.18,0.0
374,189,3,2,1,68,226.77,15420.36
374,189,3,2,4,68,226.77,15420.36
375,190,4,,1,0,225.18,0.0
375,190,4,,4,0,225.18,0.0
376,501,4,2,162,0,225.18,0.0
377,191,1,,64,0,257.31,0.0
378,686,5,5,1,0,262.82,0.0
378,686,5,5,4,0,262.82,0.0
379,192,1,2,1,0,257.31,0.0
379,192,1,2,4,0,257.31,0.0
380,872,2,4,1,0,233.44,0.0
380,872,2,4,4,0,233.44,0.0
381,944,4,5,1,0,225.18,0.0
381,944,4,5,4,0,225.18,0.0
382,105,4,1,1,75,225.18,16888.5
382,105,4,1,4,75,225.18,16888.5
383,193,3,,1,75,226.77,17007.75
383,193,3,,4,75,226.77,17007.75
384,290,5,,94,75,262.82,19711.5
385,473,1,,157,75,257.31,19298.25
386,194,5,1,65,48,262.82,12615.36
387,340,2,5,1,48,233.44,11205.12
387,340,2,5,4,48,233.44,11205.12
388,195,5,,1,95,262.82,24967.9
388,195,5,,4,95,262.82,24967.9
389,196,5,5,66,0,262.82,0.0
390,197,5,,1,0,262.82,0.0
390,197,5,,4,0,262.82,0.0
391,198,2,2,1,60,432.2,25932.0
391,198,2,2,4,60,432.2,25932.0
392,53,3,4,1,0,226.77,0.0
392,53,3,4,4,0,226.77,0.0
393,199,5,,1,0,262.82,0.0
393,199,5,,4,0,262.82,0.0
394,355,5,4,1,0,262.82,0.0
394,355,5,4,4,0,262.82,0.0
395,200,1,,67,73,107.57,7852.61
396,234,2,,1,73,107.57,7852.61
396,234,2,,4,73,107.57,7852.61
397,201,1,5,1,97,257.31,24959.07
397,201,1,5,4,97,257.31,24959.07
398,202,5,,1,0,262.82,0.0
398,202,5,,4,0,262.82,0.0
399,203,3,,68,0,226.77,0.0
400,158,1,2,1,0,257.31,0.0
400,158,1,2,4,0,257.31,0.0
401,204,1,,1,0,257.31,0.0
401,204,1,,4,0,257.31,0.0
402,430,3,5,143,0,226.77,0.0
403,718,4,1,1,0,225.18,0.0
403,718,4,1,4,0,225.18,0.0
404,205,5,,1,0,55.33,0.0
404,205,5,,4,0,55.33,0.0
405,44,1,2,21,0,160.93,0.0
406,206,5,4,69,0,160.93,0.0
407,207,4,2,1,0,215.79,0.0
407,207,4,2,4,0,215.79,0.0
408,419,1,1,139,0,215.79,0.0
409,208,1,,70,0,257.31,0.0
410,209,1,2,71,0,350.22,0.0
411,631,4,5,202,0,350.22,0.0
412,694,2,4,228,0,350.22,0.0
413,210,1,4,1,0,257.31,0.0
413,210,1,4,4,0,257.31,0.0
414,68,1,4,30,0,365.13,0.0
415,211,3,5,1,0,365.13,0.0
415,211,3,5,4,0,365.13,0.0
416,749,4,2,1,0,365.13,0.0
